0,7.333333333333333
1,25.142857142857142
2,7.5
3,6.5
4,8.666666666666666
5,4.8
6,8.0
7,10.0
8,9.0
9,3.5
10,8.0
11,8.666666666666666
12,12.0
13,10.0
14,8.6
15,4.0
16,3.6666666666666665
17,11.333333333333334
18,4.0
19,
20,21.833333333333332
21,6.5
22,
23,
24,8.0
25,4.6
26,41.5
27,9.5
28,14.0
29,6.5
30,7.4
31,10.333333333333334
32,15.4
33,8.0
34,7.0
35,10.166666666666666
36,3.6666666666666665
37,8.333333333333334
38,12.0
39,8.666666666666666
40,10.363636363636363
41,
42,32.8
43,4.0
44,9.0
45,11.0
46,8.666666666666666
47,24.0
48,5.5
49,5.5
50,6.571428571428571
51,3.5
52,5.0
53,4.0
54,9.0
55,3.3333333333333335
56,3.6666666666666665
57,2.0
58,8.0
59,2.0
60,3.5
61,10.333333333333334
62,6.0
63,
64,4.0
65,2.0
66,19.5
67,18.0
68,10.0
69,34.0
70,
71,9.0
72,6.0
73,
74,22.4
75,7.5
76,17.0
77,9.142857142857142
78,5.25
79,8.0
80,21.285714285714285
81,7.5
82,11.666666666666666
83,5.5
84,10.454545454545455
85,15.25
86,32.0
87,21.8
88,9.333333333333334
89,15.0
90,7.0
91,8.666666666666666
92,11.25
93,
94,4.0
95,11.333333333333334
96,13.666666666666666
97,8.0
98,5.0
99,4.0
100,31.25
101,9.5
102,49.5
103,
104,25.166666666666668
105,9.0
106,6.833333333333333
107,3.6666666666666665
108,5.5
109,14.25
110,7.0
111,8.0
112,7.4
113,3.0
114,5.25
115,25.166666666666668
116,6.333333333333333
117,29.5
118,8.692307692307692
119,28.5
120,17.0
121,17.0
122,5.0
123,18.0
124,9.416666666666666
125,8.666666666666666
126,9.0
127,10.125
128,3.0
129,6.75
130,30.333333333333332
131,12.4
132,14.75
133,32.6
134,7.5
135,10.166666666666666
136,11.666666666666666
137,6.0
138,8.666666666666666
139,7.5
140,
141,8.666666666666666
142,5.333333333333333
143,
144,3.5
145,2.0
146,11.0
147,25.0
148,11.333333333333334
149,
150,10.0
151,7.0
152,
153,2.0
154,10.333333333333334
155,17.5
156,24.25
157,8.833333333333334
158,4.0
159,6.5
160,8.666666666666666
161,5.5
162,11.333333333333334
163,9.0
164,4.0
165,21.0
166,7.0
167,7.5
168,6.0
169,4.75
170,34.8
171,13.0
172,13.0
173,
174,5.333333333333333
175,8.0
176,8.666666666666666
177,8.333333333333334
178,29.5
179,8.666666666666666
180,9.0
181,36.0
182,11.0
183,9.333333333333334
184,8.0
185,6.666666666666667
186,2.0
187,6.0
188,10.0
189,
190,8.0
191,8.666666666666666
192,10.25
193,25.0
194,25.166666666666668
195,6.833333333333333
196,5.0
197,
198,5.333333333333333
199,18.0
200,7.5
201,6.0
202,7.0
203,9.1
204,
205,8.666666666666666
206,8.0
207,25.166666666666668
208,7.0
209,5.5
210,16.5
211,34.8
212,5.5
213,9.166666666666666
214,
215,3.0
216,10.0
217,13.0
218,9.0
219,
220,10.333333333333334
221,2.0
222,
223,7.0
224,8.666666666666666
225,13.625
226,11.0
227,6.333333333333333
228,10.0
229,14.75
230,24.0
231,14.5
232,11.0
233,7.0
234,7.0
235,10.454545454545455
236,11.25
237,
238,9.333333333333334
239,25.142857142857142
240,18.0
241,7.5
242,7.0
243,13.4
244,23.8
245,5.5
246,4.0
247,10.0
248,8.0
249,7.0
250,14.2
251,17.3
252,
253,15.5
254,7.0
255,16.375
256,5.333333333333333
257,8.0
258,7.625
259,13.4
260,37.333333333333336
261,16.142857142857142
262,29.5
263,6.0
264,25.142857142857142
265,25.142857142857142
266,11.0
267,3.0
268,23.6
269,6.0
270,8.666666666666666
271,3.0
272,9.0
273,23.6
274,23.6
275,2.0
276,11.333333333333334
277,8.0
278,7.666666666666667
279,4.666666666666667
280,23.6
281,6.75
282,7.4
283,23.6
284,9.5
285,8.0
286,4.0
287,7.5
288,49.0
289,6.4
290,7.0
291,7.4
292,7.75
293,3.0
294,11.333333333333334
295,
296,7.0
297,7.5
298,7.25
299,13.0
300,3.5
301,6.0
302,4.0
303,7.4
304,5.333333333333333
305,8.666666666666666
306,5.5
307,4.0
308,25.8
309,7.75
310,16.0
311,7.75
312,11.25
313,3.0
314,
315,6.5
316,8.0
317,3.0
318,
319,
320,8.5
321,25.166666666666668
322,5.0
323,11.25
324,25.166666666666668
325,8.666666666666666
326,11.333333333333334
327,9.333333333333334
328,7.0
329,10.333333333333334
330,7.75
331,18.5
332,11.25
333,7.75
334,10.666666666666666
335,5.0
336,
337,5.333333333333333
338,5.75
339,6.5
340,6.0
341,13.666666666666666
342,7.75
343,31.25
344,7.25
345,20.0
346,14.75
347,3.5
348,14.75
349,5.5
350,10.4
351,3.0
352,5.333333333333333
353,7.5
354,8.0
355,10.454545454545455
356,9.4
357,4.0
358,
359,12.5
360,3.5
361,4.666666666666667
362,4.0
363,12.0
364,8.75
365,14.5
366,5.5
367,11.0
368,5.5
369,7.0
370,
371,7.5
372,4.0
373,38.5
374,38.5
375,7.0
376,14.5
377,14.0
378,9.0
379,10.333333333333334
380,18.0
381,7.0
382,7.5
383,9.714285714285714
384,
385,11.0
386,9.0
387,3.8
388,14.0
389,11.333333333333334
390,11.25
391,
392,6.0
393,4.0
394,6.666666666666667
395,6.0
396,9.0
397,32.0
398,
399,13.8
400,7.0
401,14.857142857142858
402,
403,9.181818181818182
404,
405,
406,11.25
407,2.0
408,11.333333333333334
409,7.0
410,4.0
411,11.875
412,8.0
413,7.444444444444445
414,8.0
415,10.0
416,16.142857142857142
417,13.8
418,6.0
419,27.666666666666668
420,6.0
421,11.0
422,14.5
423,
424,7.5
425,4.0
426,11.11111111111111
427,9.333333333333334
428,23.0
429,11.0
430,17.142857142857142
431,9.0
432,11.333333333333334
433,5.5
434,9.5
435,7.0
436,17.142857142857142
437,8.0
